Product Description,Price(Dollar),Number of  reviews,Free days,Shipment
HP Business Desktop ProOne 440 G9 All-in-One Computer - Intel Core i5 12th Gen i5-12500 Hexa-core (6 Core) 3 GHz - 8 GB RAM DDR4 SDRAM - 256 GB NVMe M.2 PCI Express SSD - 23.8" Full HD 1920 x 1080 -,"1,167",,90 days FREE. Terms apply.,Ships to Bangladesh
"HP EliteDesk 800 G3 - Mini desktop - 1 x Core i5 6500T / 2.5 GHz - RAM 8 GB - SSD 256 GB - triple-level cell (TLC) - HD Graphics 530 - GigE - WLAN: 802.11a/b/g/n/ac, Bluetooth 4.2 - Win 7 Pro 64-bit",909,,90 days FREE. Terms apply.,Ships to Bangladesh
HP Smart Buy X2 1013 G3 Heathcare Case,86,,90 days FREE. Terms apply.,Ships to Bangladesh
HP Z2 G9 Workstation - 1 x Intel Core i7 Dodeca-core (12 Core) i7-12700 12th Gen 2.10 GHz - 16 GB DDR5 SDRAM RAM - 512 GB SSD - Mini PC,"1,799",,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Precision 5000 5770 17" Mobile Workstation - Full HD Plus - 1920 x 1200 - Intel Core i5 12th Gen i5-12600H Dodeca-core (12 Core) 2.70 GHz - 16 GB Total RAM - 512 GB SSD - Titan Gray,"2,038",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI PRO AP272 AIO Desktop, 27"" FHD IPS-Grade LED, Intel Core i7-12700, 16GB Memory, 250GB SSD, WiFi 6, BT 5.1, Black, 3-YR Warranty, Windows 11 PRO (12M-030US)","1,209",,90 days FREE. Terms apply.,Ships to Bangladesh
"SAMSUNG Galaxy Tab S7 (5G Tablet) LTE/WiFi (AT&T), Mystic Black - 128 GB (2020 Model - US Version & Warranty) - SM-T878UZKAATT",849,,90 days FREE. Terms apply.,Ships to Bangladesh
HP Smart Buy ZBOOK 15 G6 E-2286M 15.6IN 16GB 512GB SSD W10P6 WKST,"3,202",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Cubi 5 Mini PC, Intel Core i5-10210U, 8GB Memory, 256GB SSD, WiFi 6, BT 5.1, USB Type-C, Dual Display, Silent, Black, Windows 11 Home (10M-647US)",569,,90 days FREE. Terms apply.,Ships to Bangladesh
MSI Modern 14 14" Ultra Thin and Light Professional Laptop Intel Core i7-1195G7 Iris Xe 8GB 512GB NVMe SSD Win11 - Gray (B11MOU-1025),899,,90 days FREE. Terms apply.,Ships to Bangladesh
Fujitsu LIFEBOOK T725 12.5" Tablet (XBUY-T725-002),"1,390",,90 days FREE. Terms apply.,Ships to Bangladesh
"Razer Tomahawk Gaming Desktop (H1/i9-9980HK/16GB DDR4/512GB+2TB/750W): Small Form Factor, Modular Design with Tool-Less Sled System, Full-Sized GPU Support, Expandable 2.5"" SSD/HDD Storage, Black","2,399",,90 days FREE. Terms apply.,Ships to Bangladesh
HP Business Desktop ProDesk 400 G7 Desktop Computer - Intel Core i5 10th Gen i5-10500 Hexa-core (6 Core) 3.10 GHz - 8 GB RAM DDR4 SDRAM - 512 GB NVMe M.2 PCI Express SSD - Small Form Factor,848,,90 days FREE. Terms apply.,Ships to Bangladesh
Autel MaxiTPMS TS608 Service Tablet,443,,90 days FREE. Terms apply.,Ships to Bangladesh
Dell OptiPlex 7000 7010 Desktop Computer - Intel Core i5 13th Gen i5-13500 Tetradeca-core (14 Core) 2.50 GHz - 16 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe SSD - Small Form Factor - Black,"1,411",,90 days FREE. Terms apply.,Ships to Bangladesh
Dell OptiPlex 7000 7010 Desktop Computer - Intel Core i5 13th Gen i5-13500T Tetradeca-core (14 Core) 1.60 GHz - 16 GB RAM DDR5 SDRAM - 256 GB M.2 PCI Express NVMe SSD - Micro PC - Black,"1,662",,90 days FREE. Terms apply.,Ships to Bangladesh
Intel NUC 13 Pro NUC13ANKi50WC Desktop Computer Core i5 13th Gen i5-1340P Dodeca-core (12 Core) - 8 GB RAM DDR4 SDRAM - 512 GB M.2 PCI Express NVMe 4.0 SSD - Mini PC,926,,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,,90 days FREE. Terms apply.,Ships to Bangladesh
Dell OptiPlex 7000 7010 Desktop Computer - Intel Core i7 13th Gen i7-13700 Hexadeca-core (16 Core) 2.10 GHz - 32 GB RAM DDR5 SDRAM - 512 GB M.2 PCI Express NVMe SSD - Black,"2,336",,90 days FREE. Terms apply.,Ships to Bangladesh
LG 15Z90R-N.APC5U1 i5-1340P 13th Gen Intel Core Processor Laptop,"1,449",,90 days FREE. Terms apply.,Ships to Bangladesh
LG 15Z90R-N.APB7U1 i7-1360P13th Gen Intel Core Processor Laptop,"1,794",,90 days FREE. Terms apply.,Ships to Bangladesh
LG 14Z90R-N.APB7U1 i7-1360P 13th Gen Intel Core Processor with 12 Cores (4P+8E) Laptop,"1,659",,90 days FREE. Terms apply.,Ships to Bangladesh
"iBUYPOWER Gaming PC Computer Desktop SlateMRA5N46T01 (AMD Ryzen 5 7600, RTX 4060Ti 8GB, 16GB DDR5 5200 RGB (8 x 2), 1TB NVMe SSD, Windows 11 Home)","1,299",,90 days FREE. Terms apply.,Ships to Bangladesh
MSI GF63111424 15.6" I5-11400H/8/512/2050/W11,699,,90 days FREE. Terms apply.,Ships to Bangladesh
"CyberpowerPC Gamer Xtreme VR Gaming PC, Intel i7-13700KF 3.4GHz, GeForce RTX 4060 Ti 8GB, 16GB DDR5, 2TB NVMe SSD, Wi-Fi Ready & Windows 11 Home (GXiVR8400A16)","1,529",,90 days FREE. Terms apply.,Ships to Bangladesh
"CyberpowerPC Gamer Master Gaming PC, AMD Ryzen 5 7600 3.8GHz, GeForce RTX 4060 Ti 8GB, 16GB DDR5, 1TB NVMe SSD, Wi-Fi Ready & Windows 11 Home (GMA1410A6)","1,219",,90 days FREE. Terms apply.,Ships to Bangladesh
"CyberpowerPC Gamer Xtreme VR Gaming PC, Intel i5-13600KF 3.5GHz, GeForce RTX 4060 Ti 8GB, 16GB DDR5, 1TB NVMe SSD, Wi-Fi Ready & Windows 11 Home (GXiVR8800A)","1,329",,90 days FREE. Terms apply.,Ships to Bangladesh
"CyberpowerPC Gamer Master Gaming PC, AMD Ryzen 7 7700X 4.5GHz, GeForce RTX 4060 Ti 8GB, 16GB DDR5, 2TB NVMe SSD, Wi-Fi Ready & Windows 11 Home (GMA1416A3)","1,409",,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Chromebook 317 CB317-1H-C6RK Laptop | Intel Celeron N4500 | 17.3" Full HD IPS Display | 4GB LPDDR4X | 128GB eMMC | Intel Wireless Wi-Fi 6 AX201 802.11ax | Chrome OS,349,,90 days FREE. Terms apply.,Ships to Bangladesh
MSI MOD1413621 14" I7-1335U/16G/1TSSD/IRIS/W11,899,,90 days FREE. Terms apply.,Ships to Bangladesh
MSI KATANA15131007 15.6" I9-13900H/32/1T/4070/W11,"1,899",,90 days FREE. Terms apply.,Ships to Bangladesh
MSI VECTOR7612608 17.3" I7-12700H/32/2T/3070I/W11,"2,644",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI PRO DP10 Desktop, Intel Core i5-1340P, IrisÆ Xe Graphics, 8GB Memory, 1TB SSD, WiFi 6, Windows 11 PRO/3Y Onsite Warranty (13M-059US) - Black",949,,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI PRO DP20ZA (MFF) Desktop, AMD Ryzen R5-5600G, Radeon Vega 7, 8GB Memory (Dual-CHL), 500GB SSD, WiFi 5, USB Type-C, Windows 11 Home (5M-233US) - Black",749,,90 days FREE. Terms apply.,Ships to Bangladesh
MSI AEGSE13TC454 I7-13700F/16/1T/3060/W11P/3YER Desktop,"1,399",,90 days FREE. Terms apply.,Ships to Bangladesh
ASUS CHROMEBOX5-S7057UN-WC I7-1260P/16/256/IRIS XE/Chrome Desktop,995,,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Vivobook 16X Laptop, 16î Display, Intel Core i7-12700H, NVIDIA Geforce RTX 4050 GPU, 16GB RAM, 512GB SSD, Windows 11 Home, Indie Black, K3605ZU-DS74","1,099",,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Vivobook 16X Laptop, 16î WUXGA, Intel Core i7-13700H CPU, NVIDIA Geforce RTX 4050 GPU, 16GB RAM, 512GB SSD, Windows 11 Home, Indie Black, K3605VU-ES74","1,299",,90 days FREE. Terms apply.,Ships to Bangladesh
ASUS PN64-BB5000X1TDR I5-13500H/IRISXE/NOOS/BB/BT5.2 Desktop,499,,90 days FREE. Terms apply.,Ships to Bangladesh
LG 14Z90R-N.APC3U1 i5-1340P 13th Gen Intel Core Processor Laptop,"1,242",,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Precision 7000 7680 16" Mobile Workstation - Full HD Plus - 1920 x 1200 - Intel Core i7 13th Gen i7-13850HX Icosa-core (20 Core) 2.20 GHz - 32 GB Total RAM - 512 GB SSD,"5,582",,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,,90 days FREE. Terms apply.,Ships to Bangladesh
MSI RAIDERGE7813057 17.3" I9-13980H/32/2T/4070/W11P Laptop,"2,699",,90 days FREE. Terms apply.,"Get it Fri, Jun 23 - Thu, Jul 6"
Acer Aspire C24-1300-UR32 AIO Desktop | 23.8" Full HD IPS Display | AMD Ryzen 5 7520U Quad-Core Processor | AMD Radeon 610M Graphics | 8GB LPDDR5 | 512GB PCIe SSD | Wi-Fi 6E | Windows 11 Home,679,,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Aspire C24-1300-UR31 AIO Desktop | 23.8" Full HD IPS Display | AMD Ryzen 3 7320U Quad-Core Processor | AMD Radeon 610M Graphics | 8GB LPDDR5 | 512GB PCIe SSD | Wi-Fi 6E | Windows 11 Home,599,,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Predator Orion 3000 PO3-650-UB92 Gaming Desktop | 13th Gen Intel Core i7-13700F 16-Core | NVIDIA GeForce RTX 3060 | 16GB DDR5 | 1TB PCIe Gen 4 SSD | Intel Wi-Fi 6E | Keyboard & Mouse,"1,294",,90 days FREE. Terms apply.,Ships to Bangladesh
Intel Wall Street Canyon I5 Tall NUC 12 Pro NUC12WSHi5 Barebone System - Mini PC - Socket BGA-1744 Core i5 12th Gen i5-1240P Dodeca-core [12 Core] US Cord,549,,90 days FREE. Terms apply.,"Get it Mon, Jul 3 - Tue, Jul 25"
Acer Aspire 5 14 Slim Laptop | 14" WUXGA (1920 x 1200) IPS | Intel Core i7-1355U | Intel Iris Xe Graphics | 16GB LPDDR5 | 512GB Gen 4 SSD | Wi-Fi 6E | USB4/Thunderbolt 4 | Backlit KB | A514-56M-71A9,799,,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkStation P920 30BC007MUS Workstation - 1 x Intel Xeon Gold Hexadeca-core (16 Core) 6226R 2.90 GHz - 64 GB DDR4 SDRAM RAM - 1 TB SSD - Tower,"10,299",,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Aspire 5 14 Slim Laptop | 14" WUXGA (1920 x 1200) IPS | Intel Core i5-1335U | Intel Iris Xe Graphics | 8GB LPDDR5 | 512GB Gen 4 SSD | Wi-Fi 6E | USB4/Thunderbolt 4 | Backlit KB | A514-56M-576D,624,,90 days FREE. Terms apply.,Ships to Bangladesh
HP Z6 G4 Workstation - Intel Xeon Gold Hexadeca-core (16 Core) 6226R 2.90 GHz - 16 GB DDR4 SDRAM RAM - 512 GB SSD - Tower,"3,879",,90 days FREE. Terms apply.,Ships to Bangladesh
HP Z6 G4 Workstation - Intel Xeon Gold Quad-core (4 Core) 5222 3.80 GHz - 16 GB DDR4 SDRAM RAM - 512 GB SSD - Tower,"3,979",,90 days FREE. Terms apply.,Ships to Bangladesh
ASUS PN64-BB3000X1TD-NL I3-1220P/BT5.2/90W/3Y/BLACK/BB Mini PC,330,,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI PRO AP272 AIO Desktop, 27"" FHD IPS-Grade LED, Intel Core i5-12400, 8GB Memory, 500GB SSD, WiFi 6, BT 5.1, Black, 3-YR Warranty, Windows 11 PRO (12M-068US)",919,,90 days FREE. Terms apply.,Ships to Bangladesh
MSI Prestige 14 EVO 14" FHD Ultra Thin and Light Professional Laptop - Carbon Gray A12M-054,"1,232",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkCentre M80q Gen 3 11U1004EUS Desktop Computer - Intel Core i7 12th Gen i7-12700T Dodeca-core (12 Core) 1.40 GHz - 16 GB RAM DDR5 SDRAM - 512 GB M.2 PCI Express NVMe 4.0 x4 SSD - Tiny -,"1,306",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad P15v Gen 3 - 15.6" - Ryzen 7 Pro 6850H - AMD PRO - 32 GB RAM - 1 TB SSD - English,"2,729",,90 days FREE. Terms apply.,Ships to Bangladesh
"Unitech America HT730 LR (Long Range), 38-Key, WiFi, 4G LTE, Qcta-core 2.3 GHz, Android 10 with GMS, EX30 2D Engine, BT 5.0, 802.11 a/b/g/n/ac/ax, Camera(13MP), HT730-LAL1UMBG",905,,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI PRO AIO Desktop, 23.8"" FHD Touchscreen, Intel Core i5-12400, 8GB Memory, 500GB SSD, WiFi 6, BT 5.2, FHD Webcam, Black, Windows 11 H (12M-010US)",999,,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Creator P50 (SFF) Creator Desktop: Intel Core i5-13400F, RTX 3050, 16 GB DDR4, 512GB M.2 NVMe, WiFi 6E, Keyboard, VR Ready, Windows 11 Home: White 13TH-244US","1,449",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI PRO AIO Desktop, 23.8"" FHD Touchscreen, Intel Core i7-12700, 16GB Memory, 1TB SSD, WiFi 6, BT 5.2, FHD Webcam, Black, Windows 11 PRO (12M-007US)","1,249",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI PRO AIO Desktop, 23.8"" FHD Touchscreen, Intel Core i5-12400, 8GB Memory, 500GB SSD, WiFi 6, BT 5.2, FHD Webcam, Black, Windows 11 PRO (12M-008US)","1,049",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI PRO AIO Desktop, 23.8"" FHD Touchscreen, Intel Core i7-12700, 16GB Memory, 500GB SSD, WiFi 6, BT 5.2, FHD Webcam, Black, Windows 11 HA (12M-009US)","1,099",,90 days FREE. Terms apply.,Ships to Bangladesh
HP Pro c640 G2 Chromebook Enterprise 4Q5A4UT,769,,90 days FREE. Terms apply.,Ships to Bangladesh
HP Pro Chromebook Enterprise 14-Inch Laptop c640 - Intel Core i5-1145G7-8 GB RAM - 128 GB SSD NVMe - Chrome OS,"1,265",,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,11,90 days FREE. Terms apply.,Ships to Bangladesh
HP Pro c640 G2 Chromebook Enterprise 4Q5B7UT,974,4,90 days FREE. Terms apply.,Ships to Bangladesh
HP Pro Chromebook Enterprise 14-Inch Laptop c640 - Intel Core i5-1135G7-8 GB RAM - 128 GB SSD NVMe - Chrome OS,"1,002",1,90 days FREE. Terms apply.,Ships to Bangladesh
Intel NUC 12 Pro NUC12WSKv5 Barebone System - Mini PC - Socket BGA-1744 Core i5 12th Gen i5-1250P Dodeca-core [12 Core],524,8,90 days FREE. Terms apply.,Ships to Bangladesh
Intel NUC 12 Enthusiast NUC12SNKi72 Barebone System - Mini PC - Socket BGA-1744 Core i7 12th Gen i7-12700H Tetradeca-core (14 Core),"1,404",24,90 days FREE. Terms apply.,Ships to Bangladesh
Wall Street Canyon I7 Slim NUC NUC 12 PRO KIT NUC12WSKI7 US Cord,568,1,90 days FREE. Terms apply.,Ships to Bangladesh
LG CQ601W-BP 8GB THINN Client Box WIN10,599,3,90 days FREE. Terms apply.,Ships to Bangladesh
"Samsung Chromebook 4 (2021 Model) 11.6"" Intel UHD Graphics 600, Intel Celeron Processor N4020, 4GB, 64GB- Wi-Fi (XE310XBA-KA2US),Silver",249,,90 days FREE. Terms apply.,Ships to Bangladesh
ASUS B7402FEA-XH77TS 14" I7-1195G7/32/1T/IRISXE/W10P Laptop,"2,045",,90 days FREE. Terms apply.,"Get it Tue, Jun 27 - Mon, Jul 10"
"Intel NUC 8 Home Mini PC with Windows 10, Core i5-8259U, Gunmetal (980595)",603,,90 days FREE. Terms apply.,Ships to Bangladesh
Corsair Vengeance CS-9030003-NA Tower Desktop,"3,140",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad X1 Carbon Gen 10 21CB00D0US 14" Touchscreen Ultrabook - WQUXGA - 3840 x 2400 - Intel Core i7 12th Gen i7-1260P Dodeca-core (12 Core) 2.10 GHz - 16 GB Total RAM - 16 GB On-Board Memory,"2,399",,90 days FREE. Terms apply.,Ships to Bangladesh
"HP EliteBook 840 G7 Laptop 10th Gen Intel Core i7-10610U 16GB DDR4 RAM (1x16GB) 512GB PCIe SSD + 32GB Optane Memory 14"" FHD (1920x1080) IPS Anti-Glare, 1000 nits Fingerprint Reader Win 10 Pro Silver","1,090",,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS PB60 Mini PC with Intel Core i3-8100T and integrated Intel 4K UHD Graphics (500GB HDD, 4GB RAM, HDMI, DP,COM, Wifi, BT 5.0, Gigabit LAN, USB 3.1, VESA Mount, Win 10 Pro)",449,,90 days FREE. Terms apply.,Ships to Bangladesh
"AERO 17 SA-7US1130SO 17.3"" Thin Bezel 144Hz FHD, i7-9750H, NVIDIA GeForce GTX 1660 Ti GDDR6 6GB, Samsung 16GB DDR4 2666MHz RAM, PCIe 512GB SSD, Windows 10 Home+Office 365, RGB KB, Ultra Slim Laptop","1,799",,90 days FREE. Terms apply.,Ships to Bangladesh
HP Z2 G5 Workstation - 1 x Core i7 i7-10700 - 16 GB RAM - 512 GB SSD - Small Form Factor - Black - Windows 10 Pro for WorkstationsAMD Radeon Pro WX 3200 4 GB Graphics - DVD-Writer - Serial ATA/600 Co,"1,404",,90 days FREE. Terms apply.,Ships to Bangladesh
HP 15.6 Athlon 3150U 4G 256GB W,452,,90 days FREE. Terms apply.,Ships to Bangladesh
Elo E610902 I-Series 2.0 10.1" Android PC - All-in-One PC - 3 GB RAM - 32 GB SSD - Black,724,,90 days FREE. Terms apply.,Ships to Bangladesh
Asus A4110-XS02 15.6 Inch Touchscreen Intel Celeron J3160 1.6GHz/ 4GB DDR3/ 500GB HDD/Windows 10 Pro All-in-One PC Black,632,,90 days FREE. Terms apply.,Ships to Bangladesh
"Tyan Professional Workstation, 1S Intel Xeon Gen3, w/ 8 LFF & 2 NVMe U.2 Bays - B5642F65TV8E2H-2T-N","3,169",,90 days FREE. Terms apply.,Ships to Bangladesh
"Tyan Professional Workstation, 1S AMD EPYC 7002/7003, w/ 8 LFF & 2 NVMe U.2 Bays - B8030F65TV8E2H-N","3,049",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad P14s Gen 3 21J5001JUS 14" Touchscreen Mobile Workstation - WUXGA - 1920 x 1200 - AMD Ryzen 5 PRO 6650U Hexa-core (6 Core) 2.90 GHz - 32 GB Total RAM - 32 GB On-Board Memory - 512 GB,"1,722",,90 days FREE. Terms apply.,"Get it Thu, Jun 22 - Wed, Jul 5"
HP Elite x360 1040 G9 14" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1265U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD,"2,315",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad P14s Gen 3 21J5001QUS 14" Mobile Workstation - WUXGA - 1920 x 1200 - AMD Ryzen 5 PRO 6650U Hexa-core (6 Core) 2.90 GHz - 32 GB Total RAM - 32 GB On-Board Memory - 1 TB SSD - Black,"1,564",,90 days FREE. Terms apply.,"Get it Thu, Jun 22 - Wed, Jul 5"
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo M80Q G3 Tiny,W10P,I7,16GB,512GB,3YR","1,279",,90 days FREE. Terms apply.,Ships to Bangladesh
HP Z4 G4 Workstation - Intel Core i9 Deca-core (10 Core) i9-10900X 10th Gen 3.70 GHz - 16 GB DDR4 SDRAM RAM - 512 GB SSD - Tower,"2,719",,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo TC M80S G3,W10P,I5,16GB,512GB,3YR",955,,90 days FREE. Terms apply.,"Get it Mon, Jul 3 - Tue, Jul 25"
HP Dragonfly Folio G3 13.5" Touchscreen Convertible 2 in 1 Notebook - WUXGA+ - 1920 x 1280 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 16 GB On-Board Memory -,"2,220",,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo M90T G3 Tower,W10P,I5,16GB,512GB,3YR","1,142",,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo M80S G3 SFF,W10P,I7,16GB,512GB,3YR","1,313",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI PRO DP21 Desktop, Intel Core i7-12700, UHD 730, 8GB' Memory, 500GB SSD, WiFi 6, Windows 11 Home Advanced (12M-458US)",799,,90 days FREE. Terms apply.,Ships to Bangladesh
HP Z6 G4 Workstation - Intel Xeon Silver Deca-core (10 Core) 4210R 2.40 GHz - 16 GB DDR4 SDRAM RAM - 512 GB SSD - Tower,"3,507",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkStation P348 30EQ025DUS Workstation - 1 x Intel Core i7 Octa-core (8 Core) i7-11700 11th Gen 2.50 GHz - 16 GB DDR4 SDRAM RAM - 512 GB SSD - Tower,"1,879",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad T14 Gen 2 20W0014XUS 14" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-1165G7 Quad-core (4 Core) 2.80 GHz - 16 GB Total RAM - 8 GB On-Board Memory - 512 GB,"1,219",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkStation P348 30EQ025CUS Workstation - 1 x Intel Core i5 Hexa-core (6 Core) i5-11600 11th Gen 2.80 GHz - 16 GB DDR4 SDRAM RAM - 512 GB SSD - Tower,"1,763",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Modern AM242TP AIO Desktop, 23.8"" FHD Touchscreen, Intel Core i7-1260P, 16GB Memory, 512GB SSD, WiFi 6, BT 5.1, FHD Webcam, Black, Windows 11 Pro (12M-235US)","1,229",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Modern AM272P AIO Desktop, 27"" FHD IPS-Grade LED, Intel Core i7-1260P, 16GB Memory (Dual-CHL), 512GB SSD, WiFi 6, BT 5.1, Black, Windows 11 Pro (12M-254US)","1,249",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Modern AM242TP AIO Desktop, 23.8"" FHD Touchscreen, Intel Core i5-1240P, 8GB Memory, 512GB SSD, WiFi 6, BT 5.1, FHD Webcam, Black, Windows 11 Pro (12M-236US)","1,152",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Modern AM272P AIO Desktop, 27"" FHD IPS-Grade LED, Intel Core i5-1240P, 8GB Memory, 512GB SSD, WiFi 6, BT 5.1, Black, Windows 11 Pro (12M-255US)","1,099",,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI PRO AP242 AIO Desktop, 23.8"" FHD IPS-Grade LED, Intel Core i7-12700, 16GB Memory, 500GB SSD, WiFi 6, BT 5.1, Black, 3-YR Warranty, Windows 11 PRO (12M-217US)","1,149",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad T14s Gen 3 21BR002UUS 14" Touchscreen Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1260P Dodeca-core (12 Core) 2.10 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512,"2,024",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad T14s Gen 3 21BR002RUS 14" Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 256 GB SSD,"1,639",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkStation P360 Ultra 30G1000KUS Workstation - 1 x Intel Core i7 Dodeca-core (12 Core) i7-12700 12th Gen 2.10 GHz - 32 GB DDR5 SDRAM RAM - 1 TB SSD - Ultra Small,"2,602",,90 days FREE. Terms apply.,Ships to Bangladesh
HP ZBook Firefly 16 G9 16" Mobile Workstation - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1260P Dodeca-core (12 Core) - 32 GB Total RAM - 512 GB SSD - Silver,"2,239",,90 days FREE. Terms apply.,"Get it Tue, Jun 27 - Mon, Jul 10"
HP EliteBook 640 G9 14" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1245U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD,"1,733",,90 days FREE. Terms apply.,Ships to Bangladesh
"Thermaltake Vortex i3711 AIO Liquid Cooled Gaming PC (Intel Coreô i7-11700K, ToughRam DDR4 3600Mhz 16GB RGB Memory, NVIDIAÆ GeForce RTXô 3070, 1TB M.2 NVMe, Win 10 Home) H5VX-Z590-370-LCS","1,996",,90 days FREE. Terms apply.,Ships to Bangladesh
"Thermaltake Aero i3711 AIO Liquid Cooled Gaming PC (Intel Coreô i7-11700K, ToughRam DDR4 3600Mhz 16GB RGB Memory, NVIDIAÆ GeForce RTXô 3070, 1TB M.2 NVMe, Win 10 Home) H5AR-Z590-370-LCS","1,996",,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad T14s Gen 3 21CQ000HUS 14" Notebook - WUXGA - 1920 x 1200 - AMD Ryzen 5 PRO 6650U Hexa-core (6 Core) 2.90 GHz - 16 GB Total RAM - 256 GB SSD,"1,599",,90 days FREE. Terms apply.,Ships to Bangladesh
"HP Laptop 14-DQ0075NR 14"" Intel Pentium Silver N5030, Intel UHD Graphics 605, 4GB DDR4 RAM, 64GB eMMC Storage, Windows 11 Home in S Mode, Natural Silver (Renewed)",334,,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Siege 3.0 Gaming PC Desktop ñ AMD Ryzen 7 5800X 3.8 GHz, RX 6800, 1TB NVME Gen4 SSD, 16G DDR4 3200, 750W Gold PSU, 360mm AIO, AC Wi-Fi, Windows 10 Home 64-bit (Renewed Premium)","1,919",,90 days FREE. Terms apply.,Ships to Bangladesh
